movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
677,Legend Journey,Stand-up Comedy,Adventure,Crime,1991,74.0,TV-MA,Italian,UK,7.7,,,,,0,2021-03-03,0
678,Secret Legend,Documentary,Documentary,Family,2005,97.0,TV-Y7,French,USA,,,,,,0,2023-06-25,0
679,Dark Dragon,Documentary,Horror,,2015,87.0,TV-G,English,South Korea,5.2,,,,,0,2024-03-10,0
680,Battle Dream,Movie,Thriller,,2007,128.0,TV-14,French,USA,7.5,846327.0,36844960.0,,,1,2024-07-20,0
681,A Family,Stand-up Comedy,Thriller,,2015,27.0,PG,Spanish,Canada,7.4,,,,,0,2024-11-08,0
682,Old Queen,Movie,Romance,,2013,111.0,G,English,South Korea,,2615689.0,,,,1,2020-11-11,1
683,Little Dream,Limited Series,Animation,Documentary,1998,61.0,TV-Y7,English,USA,3.7,,,7.0,120.0,1,2024-07-08,1
684,Dragon Mission,Movie,War,Fantasy,1997,137.0,TV-G,English,USA,4.6,4450850.0,,,,0,2021-01-30,0
685,Family Mystery,Stand-up Comedy,Romance,,1999,522.0,TV-G,Korean,USA,5.9,,,,,0,2024-12-14,0
686,Night Princess,TV Series,History,War,1998,12.0,TV-14,English,Canada,6.4,,,11.0,41.0,0,2022-09-21,0
687,Adventure Warrior,TV Series,Crime,,2014,47.0,TV-PG,English,USA,8.4,,,2.0,57.0,0,2021-10-25,1
688,Battle Storm,Movie,Animation,,2024,103.0,TV-Y,English,South Korea,4.8,2676591.0,,,,0,2025-07-11,0
689,City Story,Movie,Western,Drama,2006,97.0,TV-Y,English,Germany,,,,,,0,2022-10-01,1
690,Secret Family,Documentary,Romance,,1990,100.0,TV-Y,Hindi,France,5.4,,,,,1,2022-11-22,0
691,Dream Adventure,Movie,Fantasy,,2014,106.0,TV-PG,English,South Korea,6.4,6586991.0,23899749.0,,,0,2025-01-05,0
692,Little Phoenix,Movie,Fantasy,,2002,83.0,PG-13,English,Germany,6.6,154356219.0,,,,0,2023-02-15,0
693,Storm Kingdom,Movie,Crime,,2016,149.0,G,Spanish,USA,,,,,,1,2023-09-10,1
694,Kingdom Day,Movie,Action,,1996,89.0,PG,English,UK,5.9,6072218.0,37239804.0,,,0,2023-01-14,0
695,Storm Journey,TV Series,Mystery,,2013,52.0,PG,Korean,India,6.6,,,10.0,89.0,0,2021-02-15,0
696,House Empire,Limited Series,Biography,,2010,54.0,G,Korean,USA,7.2,,,10.0,174.0,0,2023-08-19,0
697,Journey Fire,TV Series,Music,,2015,38.0,TV-MA,Italian,South Korea,4.0,,,5.0,65.0,0,2020-08-15,0
698,A Adventure,Movie,Western,Romance,2018,126.0,R,English,USA,4.7,4641680.0,26325930.0,,,0,2023-06-21,0
699,Our King,TV Series,Western,Family,2007,22.0,PG,English,Canada,8.0,,,4.0,151.0,0,2022-07-22,0
700,A Secret,Movie,Biography,,1995,94.0,G,English,USA,6.3,1080214.0,26058332.0,,,1,2024-04-09,0
701,Adventure Mission,Limited Series,Animation,History,2012,74.0,NC-17,Hindi,Canada,4.9,,,2.0,197.0,0,2024-05-08,0
702,Mystery Legend,Movie,Fantasy,,2007,87.0,TV-MA,German,UK,,55259167.0,210763420.0,,,0,2021-09-30,0
703,Mystery Legend,Movie,History,,1993,128.0,R,English,Germany,5.6,9853801.0,58384599.0,,,1,2023-12-01,1
704,Dark Mystery,Movie,Western,,2000,144.0,PG,English,USA,,1579910.0,,,,0,2024-11-06,0
705,House Secret,Stand-up Comedy,Romance,,2022,61.0,PG-13,Hindi,USA,,,,,,0,2025-03-08,0
706,New City,Movie,Drama,Mystery,2011,72.0,TV-PG,English,USA,6.4,602601.0,,,,0,2021-03-05,1
707,Fire Warrior,TV Series,Romance,,2003,29.0,R,Korean,India,2.6,,,3.0,143.0,1,2022-08-16,0
708,My Love,Movie,Music,,2012,134.0,PG,English,USA,,999917.0,93806.0,,,1,2022-04-17,0
709,Kingdom Princess,Movie,Sci-Fi,,2011,109.0,TV-PG,English,UK,,,250370.0,,,0,2022-10-06,0
710,Little Warrior,Movie,Sci-Fi,,2002,104.0,TV-MA,French,USA,8.7,1185845.0,80728679.0,,,0,2024-03-02,0
711,Empire Kingdom,Movie,Drama,Thriller,1963,92.0,G,German,Japan,7.7,3853848.0,,,,0,2023-11-25,0
712,A Day,Movie,Family,,1994,28.0,G,Spanish,Canada,,319285.0,,,,1,2023-11-22,1
713,Princess Quest,Movie,War,,1992,103.0,TV-MA,Spanish,Canada,,,16977476.0,,,1,2024-05-02,1
714,House Dream,Limited Series,Adventure,Fantasy,2002,47.0,PG,English,USA,7.0,,,7.0,108.0,0,2023-11-18,1
715,City Mystery,Movie,Horror,,2002,116.0,PG-13,English,USA,5.6,2496199.0,5147384.0,,,0,2024-11-07,0
716,Love Battle,Stand-up Comedy,War,,2022,91.0,R,English,Germany,4.4,,,,,0,2020-10-15,1
717,Queen Legend,TV Series,Sport,,1995,40.0,TV-Y,French,UK,5.1,,,14.0,147.0,0,2023-10-17,0
718,Mystery Dream,TV Series,Sci-Fi,,2018,35.0,TV-MA,French,USA,7.0,,,7.0,66.0,0,2025-04-22,0
719,Warrior Dream,Movie,Sci-Fi,Drama,1991,99.0,NC-17,English,Germany,,,516398028.0,,,0,2023-10-16,0
720,Legend War,Stand-up Comedy,Western,History,2007,80.0,PG-13,English,USA,6.5,,,,,1,2023-11-07,0
721,Dream Dream,TV Series,Horror,,2022,37.0,TV-Y,French,USA,5.9,,,6.0,67.0,0,2024-06-23,0
722,Battle Mission,TV Series,Romance,,2024,15.0,TV-MA,Japanese,USA,5.6,,,3.0,185.0,1,2022-07-13,0
723,House Day,Documentary,Thriller,,2000,128.0,TV-MA,Hindi,UK,8.0,,,,,0,2025-02-25,0
724,War Story,TV Series,War,,2017,26.0,NC-17,English,USA,8.0,,,6.0,93.0,0,2022-01-24,0
725,Old King,Documentary,Music,,2018,110.0,TV-G,Italian,USA,8.1,,,,,0,2021-03-20,0
726,The Mystery,Movie,Action,,2021,13.0,PG-13,Korean,South Korea,,,,,,0,2021-01-12,1
727,Last Journey,TV Series,Western,,2003,41.0,TV-Y,English,UK,8.2,,,1.0,88.0,0,2021-11-22,0
728,Phoenix Day,Stand-up Comedy,Crime,,1998,89.0,TV-Y7,English,UK,7.6,,,,,0,2025-04-11,0
729,Big Mission,Limited Series,Sci-Fi,Thriller,2011,47.0,PG-13,English,Canada,7.4,,,5.0,109.0,1,2022-02-03,0
730,Adventure Fire,Documentary,Comedy,,2000,91.0,R,Spanish,France,5.1,,,,,0,2025-01-19,0
731,House Mission,Movie,Documentary,,1998,123.0,TV-Y,English,Canada,8.6,821338.0,2563997.0,,,1,2024-10-27,0
732,Legend Ice,Stand-up Comedy,Mystery,,2000,35.0,TV-PG,English,USA,6.0,,,,,1,2021-03-18,0
733,Story Love,Movie,Animation,Action,1992,121.0,TV-PG,English,USA,7.2,1205813.0,359088664.0,,,0,2024-08-24,0
734,Queen Warrior,TV Series,Adventure,,2017,62.0,TV-Y7,English,Canada,6.5,,,3.0,64.0,0,2024-08-15,0
735,Princess Hero,Documentary,Fantasy,Biography,2001,107.0,PG,German,USA,9.2,,,,,0,2024-04-01,1
736,Mystery Legend,Stand-up Comedy,Music,,2004,69.0,PG,German,Germany,6.3,,,,,0,2021-09-09,1
737,Legend Love,Movie,Comedy,,2024,117.0,TV-Y7,Spanish,USA,6.3,3778470.0,57571931.0,,,0,2021-05-31,0
738,Mission Storm,Movie,Animation,,2020,107.0,TV-G,English,USA,,5259672.0,10814474.0,,,0,2025-01-07,1
739,Love Warrior,Movie,Action,,2020,121.0,NC-17,Japanese,UK,7.1,3121206.0,3827361.0,,,1,2024-11-14,0
740,City Mystery,Movie,Animation,,2011,119.0,PG,German,USA,5.5,1882096.0,,,,0,2023-07-31,0
741,Our Love,Movie,Mystery,,1992,131.0,G,English,UK,4.1,1703864.0,2238705.0,,,0,2023-04-08,0
742,Battle City,Movie,Thriller,,2009,117.0,TV-MA,English,USA,6.3,4127966.0,782958.0,,,0,2024-10-16,0
743,Phoenix City,Documentary,Documentary,,2015,68.0,PG,Korean,Japan,8.1,,,,,1,2023-05-29,0
744,A Adventure,Stand-up Comedy,Documentary,,1994,49.0,G,English,South Korea,,,,,,0,2022-04-19,0
745,Warrior Mystery,TV Series,Music,Animation,2000,54.0,TV-MA,English,USA,,,,,157.0,0,2025-04-29,1
746,Fire Journey,Movie,Music,,1995,82.0,TV-MA,Hindi,USA,0.8,954741.0,,,,0,2025-03-09,0
747,Last King,Movie,Biography,,2000,120.0,PG,Japanese,South Korea,9.3,,,,,0,2023-04-21,0
748,War Love,Documentary,Western,Sci-Fi,2020,90.0,TV-PG,Italian,South Korea,4.6,,,,,1,2024-12-21,0
749,Queen Princess,TV Series,Documentary,Horror,2016,32.0,TV-Y,English,USA,6.1,,,14.0,155.0,0,2022-03-17,0
750,City Dream,TV Series,History,Romance,2021,17.0,TV-Y,English,USA,5.1,,,9.0,97.0,1,2024-03-03,0
751,City Secret,Movie,Animation,,1997,120.0,TV-MA,German,UK,4.8,19469161.0,,,,0,2024-12-29,0
752,House Story,Movie,Horror,Sci-Fi,2014,98.0,PG-13,English,USA,4.6,,379710483.0,,,1,2021-12-28,0
753,Kingdom Fire,Movie,Action,,2002,522.0,PG,English,USA,4.7,3194690.0,33685913.0,,,1,2021-12-26,1
754,Kingdom Princess,TV Series,Western,Music,2002,38.0,PG-13,Hindi,USA,,,,3.0,94.0,0,2021-08-08,0
755,Adventure Princess,TV Series,Action,,2005,67.0,TV-Y7,English,UK,3.7,,,14.0,35.0,1,2022-06-13,0
756,Dark Day,Documentary,Fantasy,Horror,2002,105.0,PG,Spanish,UK,5.9,,,,,1,2025-07-06,0
757,Old Night,Movie,War,,1994,128.0,TV-Y,Korean,South Korea,6.2,1188048.0,1810400.0,,,0,2022-06-27,0
758,Quest Mystery,Documentary,Sport,Thriller,2006,124.0,PG-13,English,USA,7.7,,,,,1,2023-08-11,0
759,Legend King,Documentary,Action,Sci-Fi,2012,75.0,PG-13,Spanish,South Korea,8.1,,,,,0,2025-02-10,0
760,Empire Love,TV Series,Sci-Fi,,2021,43.0,TV-Y7,English,Japan,7.1,,,8.0,197.0,1,2024-09-23,1
761,Dragon Day,Movie,Sport,,2005,88.0,PG,Korean,USA,9.5,1505916.0,,,,1,2025-06-16,0
762,A Mystery,Movie,Family,Western,1997,105.0,R,English,Japan,7.8,2121696.0,,,,1,2021-09-23,0
763,My Dragon,Movie,Comedy,Family,2007,93.0,TV-PG,Japanese,France,9.2,958475.0,1245159.0,,,0,2023-05-22,1
764,House Day,Documentary,Biography,History,2011,82.0,TV-14,English,USA,,,,,,1,2024-01-31,1
765,War Phoenix,TV Series,Documentary,,2003,439.0,TV-Y,German,USA,,,,7.0,6.0,0,2021-05-12,0
766,Mission Empire,Movie,Fantasy,,2000,131.0,TV-Y7,English,UK,8.4,195174.0,,,,1,2021-04-01,1
767,Old Fire,Movie,Mystery,,2007,94.0,TV-14,English,USA,6.9,1521182.0,,,,0,2023-07-27,0
768,Hero Secret,Stand-up Comedy,Biography,Music,2007,60.0,PG,Hindi,UK,,,,,,0,2024-02-26,1
769,King Day,Movie,Music,,2016,129.0,TV-Y7,English,Canada,7.7,,59950273.0,,,0,2024-06-24,0
770,Kingdom Dream,Limited Series,Family,Drama,2008,30.0,TV-G,English,USA,5.9,,,8.0,90.0,0,2022-09-27,0
771,First Quest,Stand-up Comedy,Horror,,1992,30.0,NC-17,English,USA,7.2,,,,,0,2024-07-26,0
772,The Story,Documentary,Thriller,Fantasy,2012,101.0,PG-13,English,France,5.5,,,,,1,2023-09-03,0
773,Dragon Princess,TV Series,Mystery,,2022,42.0,G,English,USA,8.8,,,3.0,191.0,0,2022-12-10,0
774,War Adventure,Movie,War,,2015,105.0,TV-PG,English,USA,7.4,39546152.0,334149698.0,,,0,2020-12-29,0
775,An Empire,Movie,Biography,,2002,137.0,TV-Y7,English,South Korea,,,289539.0,,,0,2025-04-13,0
776,My Quest,TV Series,Sport,Sci-Fi,2016,38.0,TV-PG,English,USA,8.6,,,6.0,90.0,0,2023-12-09,0
777,House Dragon,Movie,Comedy,Drama,2018,73.0,TV-Y,English,USA,6.7,,,,,1,2023-11-30,0
778,Princess House,TV Series,History,Crime,2012,61.0,PG-13,English,India,,,,,15.0,0,2025-07-18,0
779,New Family,Stand-up Comedy,Family,Family,2023,70.0,TV-MA,English,South Korea,7.0,,,,,0,2022-12-14,0
780,Dream Warrior,Movie,Romance,Action,1998,93.0,TV-Y,Spanish,USA,10.0,1359172.0,2925013.0,,,0,2022-07-09,0
781,First House,Documentary,War,,2003,86.0,TV-14,English,UK,1.7,,,,,1,2021-06-14,0
782,Last Princess,Movie,Crime,,2020,98.0,R,Hindi,France,8.0,,131032034.0,,,1,2023-12-21,1
783,Love Journey,Movie,Horror,Animation,2015,109.0,TV-G,Hindi,USA,7.9,23460063.0,256361930.0,,,0,2025-01-08,0
784,Kingdom Kingdom,Movie,Adventure,,2003,111.0,G,German,Canada,3.0,,,,,0,2025-01-02,0
785,Dragon Family,TV Series,Adventure,Western,1993,46.0,TV-Y7,English,USA,6.8,,,7.0,101.0,1,2025-08-01,0
786,War House,Stand-up Comedy,Comedy,,2017,82.0,PG-13,German,France,6.4,,,,,1,2025-06-08,0
787,An Family,Movie,Animation,,1999,11.0,TV-PG,Italian,USA,6.5,,3662515.0,,,0,2024-02-08,0
788,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44.0,TV-Y7,Spanish,South Korea,6.0,,,,,1,2021-10-10,0
789,Adventure Quest,Movie,Action,Drama,1996,123.0,PG,Hindi,UK,5.2,1252871.0,1563002.0,,,0,2025-02-08,0
790,An Night,Documentary,War,Animation,2020,131.0,TV-Y,English,USA,7.1,,,,,0,2025-01-22,0
791,City Fire,TV Series,Documentary,,2023,36.0,PG,English,Canada,6.1,,,3.0,144.0,0,2021-05-06,0
792,Princess King,Movie,Biography,,1998,146.0,TV-PG,English,Japan,6.8,2068155.0,57012483.0,,,0,2025-06-10,0
793,Bright Secret,TV Series,Sport,,2022,36.0,TV-Y7,Spanish,USA,6.0,,,4.0,69.0,1,2022-11-17,0
794,Warrior War,Movie,Sport,,1991,102.0,TV-PG,English,Japan,,5565586.0,16023137.0,,,0,2022-10-20,1
795,Big Fire,Movie,Documentary,,1993,89.0,TV-Y7,Spanish,USA,5.0,52194839.0,10221506.0,,,0,2020-12-09,0
796,Bright Mystery,Movie,War,Documentary,1999,140.0,TV-14,English,USA,,301637.0,12090436.0,,,1,2022-12-13,0
797,Fire Night,TV Series,Animation,,1990,29.0,TV-MA,Spanish,USA,6.6,,,9.0,90.0,1,2021-06-06,0
798,Queen Adventure,Movie,Adventure,Comedy,2019,108.0,TV-PG,English,France,5.5,6555080.0,,,,0,2023-08-25,0
799,Fire Secret,TV Series,Crime,,1992,39.0,TV-PG,English,USA,8.3,,,11.0,163.0,1,2023-03-11,0
800,House Fire,Stand-up Comedy,Horror,,1990,63.0,TV-PG,English,USA,0.8,,,,,0,2021-08-18,0
801,House Legend,Limited Series,Thriller,War,2022,83.0,TV-MA,English,USA,6.3,,,12.0,22.0,1,2025-04-11,0
802,Day Dragon,TV Series,Adventure,,2006,45.0,G,French,South Korea,6.2,,,2.0,174.0,0,2021-03-13,0
803,Story Mystery,Stand-up Comedy,Action,,2004,79.0,TV-Y,Japanese,Japan,,,,,,0,2022-07-13,0
804,Battle Queen,Movie,Mystery,,2000,118.0,TV-Y,English,UK,7.0,,,,,0,2025-01-22,0
805,Family Kingdom,Stand-up Comedy,Action,Adventure,1990,70.0,NC-17,English,France,2.9,,,,,1,2024-11-23,0
806,Dream Love,TV Series,Mystery,,2014,31.0,TV-Y7,English,USA,,,,3.0,113.0,1,2022-01-25,0
807,Mystery Quest,Movie,Sci-Fi,,2017,110.0,TV-G,English,UK,7.2,,1333829.0,,,0,2024-12-02,0
808,Ice Storm,TV Series,Fantasy,,2006,42.0,TV-G,Japanese,USA,8.4,,,7.0,159.0,0,2025-04-12,0
809,Kingdom Dragon,Stand-up Comedy,Music,,2009,69.0,TV-14,Korean,USA,6.3,,,,,0,2020-08-08,0
810,Love Battle,Movie,Documentary,,2001,94.0,TV-Y,English,UK,7.5,2350232.0,,,,0,2024-05-09,0
811,Battle King,TV Series,Thriller,Drama,1998,22.0,TV-MA,English,Canada,5.2,,,13.0,177.0,1,2020-11-24,0
812,Quest Night,Documentary,Music,Action,1992,98.0,R,English,USA,,,,,,0,2021-07-20,0
813,Secret Night,Movie,Documentary,Drama,2001,146.0,TV-Y7,English,UK,6.3,14288760.0,3455247.0,,,1,2021-07-08,0
814,Adventure Legend,TV Series,Adventure,,2004,62.0,TV-Y7,Korean,USA,6.3,,,11.0,13.0,0,2022-03-04,0
815,Story Battle,Stand-up Comedy,Thriller,,2012,50.0,TV-PG,Italian,USA,,,,,,0,2021-08-09,0
816,Legend Empire,Stand-up Comedy,Western,,2010,55.0,PG-13,Japanese,South Korea,7.0,,,,,0,2022-06-07,0
817,Story Legend,Stand-up Comedy,Drama,Mystery,2006,47.0,TV-G,Hindi,USA,,,,,,1,2021-09-11,0
818,Our King,Documentary,History,Biography,1997,71.0,PG,English,South Korea,6.6,,,,,1,2021-09-12,1
819,Night House,Movie,Horror,,2019,78.0,NC-17,English,USA,0.6,,,,,0,2024-10-15,1
820,Fire Phoenix,TV Series,Fantasy,,1993,53.0,TV-Y,French,UK,,,,12.0,178.0,0,2020-12-02,0
821,Hero King,Movie,Sci-Fi,,2011,109.0,NC-17,Spanish,USA,4.0,821340.0,,,,0,2023-12-20,0
822,Family Mystery,TV Series,War,Family,2002,47.0,TV-PG,English,USA,6.8,,,9.0,91.0,0,2021-02-19,0
823,Adventure Ice,Movie,Comedy,,1992,87.0,TV-PG,English,UK,,527595.0,,,,0,2022-01-15,0
824,War Queen,Movie,Comedy,,1998,136.0,PG-13,English,Japan,6.3,14508562.0,7872086.0,,,0,2021-03-22,0
825,Warrior Story,Movie,Romance,,2008,131.0,TV-Y7,Spanish,USA,,2565082.0,6970808.0,,,1,2020-09-28,0
826,Dark Adventure,Stand-up Comedy,Adventure,,2014,53.0,TV-Y,English,USA,5.0,,,,,1,2023-04-13,0
827,Mystery House,Movie,Family,Biography,2021,139.0,R,Hindi,USA,,,2642562.0,,,1,2024-10-22,0
828,My Fire,Movie,Sport,Adventure,2010,92.0,PG-13,English,Canada,7.1,6655248.0,12028987.0,,,0,2024-08-27,0
829,A Dream,Movie,Sci-Fi,Comedy,2017,149.0,PG-13,English,USA,6.9,24683583.0,12557644.0,,,1,2022-07-14,0
830,Storm Mystery,Movie,Comedy,,2019,144.0,TV-MA,French,USA,10.0,29920808.0,476337.0,,,0,2023-09-25,0
831,Quest Hero,Documentary,Fantasy,,2018,91.0,G,English,France,7.0,,,,,1,2023-09-01,0
832,Dark Princess,Movie,Mystery,,2024,123.0,R,English,USA,7.5,7530143.0,3531986.0,,,0,2023-11-25,0
833,Mystery Mystery,Movie,Biography,,1999,114.0,PG,Korean,USA,4.0,42562175.0,4613013.0,,,0,2022-09-13,0
834,The Mission,TV Series,Crime,,2009,25.0,TV-14,Japanese,USA,7.1,,,,118.0,0,2024-01-22,0
835,Bright Ice,Movie,Mystery,,2021,95.0,TV-14,French,South Korea,7.9,1167789.0,819792.0,,,1,2021-06-10,0
836,Our Legend,Movie,War,,2015,113.0,TV-Y7,Korean,USA,6.4,484647.0,212752946.0,,,0,2021-07-04,1
837,Princess Adventure,Movie,Action,Adventure,2015,140.0,TV-Y,Korean,USA,4.9,,,,,0,2024-07-06,1
838,Adventure Hero,TV Series,Western,,2018,50.0,TV-14,English,France,8.1,,,5.0,121.0,0,2023-10-10,0
839,Journey War,Movie,War,Music,1991,153.0,PG-13,English,UK,8.4,5258946.0,,,,0,2025-05-06,0
840,Family Kingdom,Movie,Adventure,,2016,107.0,TV-14,English,USA,5.1,1028211.0,,,,0,2024-02-17,0
841,Day Mystery,Movie,Mystery,,1997,113.0,PG,French,USA,6.0,4169507.0,219618052.0,,,0,2024-02-03,0
842,Storm Mission,Movie,Action,,1996,28.0,PG,Korean,USA,4.4,,2667223.0,,,1,2022-09-24,1
843,War Fire,Movie,Comedy,Family,1998,60.0,PG-13,English,USA,4.8,2630439.0,,,,0,2024-03-28,0
844,Journey Story,Movie,Comedy,Comedy,2001,67.0,R,English,USA,5.1,1204081.0,,,,0,2024-09-25,1
845,Little House,TV Series,Thriller,,1996,40.0,TV-MA,Spanish,South Korea,8.0,,,12.0,52.0,0,2024-03-16,0
846,Storm Family,Stand-up Comedy,Action,Mystery,2024,61.0,TV-MA,English,USA,4.8,,,,,0,2024-03-03,1
847,Mystery War,TV Series,Action,,1992,63.0,NC-17,English,Canada,9.1,,,9.0,176.0,0,2024-10-05,1
848,Dark Fire,Limited Series,Biography,Biography,2014,61.0,NC-17,French,USA,3.8,,,5.0,55.0,1,2021-12-16,0
849,House King,Movie,Adventure,,1994,136.0,TV-MA,English,South Korea,5.3,1868982.0,134002064.0,,,0,2021-03-02,0
850,Mystery City,Movie,Horror,,1999,109.0,TV-Y,English,USA,4.3,50678574.0,,,,1,2022-09-03,1
851,City Battle,Stand-up Comedy,Fantasy,,2003,58.0,TV-MA,English,UK,6.8,,,,,0,2025-01-06,0
852,Dream Hero,TV Series,Family,Western,2004,34.0,TV-PG,English,Canada,,,,8.0,58.0,0,2025-04-28,1
853,Family Journey,TV Series,Fantasy,,2018,37.0,TV-Y,French,South Korea,,,,7.0,25.0,0,2021-09-08,1
854,Dark House,Movie,Fantasy,,2012,117.0,PG-13,English,USA,7.8,859774.0,,,,1,2024-07-16,0
855,First Night,Movie,Animation,,2024,137.0,TV-PG,Korean,France,7.0,5430130.0,17526308.0,,,0,2021-06-05,0
856,Big King,Movie,Fantasy,,2017,76.0,R,English,South Korea,3.3,37318670.0,,,,0,2022-06-13,1
857,Day Warrior,Stand-up Comedy,Sport,Thriller,2011,61.0,R,English,Canada,3.7,,,,,0,2024-01-19,0
858,Fire Mystery,TV Series,Horror,,1997,28.0,TV-PG,French,USA,4.6,,,5.0,68.0,1,2024-03-21,0
859,First Mission,Documentary,Action,Western,2017,98.0,PG-13,English,USA,5.3,,,,,1,2022-06-24,1
860,Our Love,Stand-up Comedy,Animation,,2020,40.0,TV-14,English,USA,,,,,,0,2021-05-06,0
861,Night Journey,Documentary,Western,History,2022,50.0,PG-13,Italian,USA,7.7,,,,,1,2024-06-16,0
862,Day Quest,Stand-up Comedy,Family,,2002,530.0,TV-MA,Hindi,South Korea,6.3,,,,,0,2020-11-27,0
863,Fire House,Movie,Music,Mystery,2003,139.0,TV-14,French,USA,7.3,,,,,1,2025-07-15,0
864,Dragon Hero,Movie,Sci-Fi,,2012,100.0,G,English,USA,5.7,,17337817.0,,,0,2024-01-30,0
865,Dark Mission,Movie,Sport,Biography,2022,118.0,R,French,USA,8.4,8577151.0,116808765.0,,,0,2025-06-04,0
866,Love King,TV Series,Comedy,,1997,75.0,G,English,Japan,4.1,,,10.0,44.0,0,2022-10-18,0
867,Story Legend,Documentary,Mystery,,2008,103.0,TV-G,Spanish,South Korea,9.6,,,,,0,2022-04-21,1
868,War Empire,TV Series,Crime,Horror,1965,77.0,PG-13,English,France,6.5,,,1.0,150.0,0,2021-09-29,0
869,Old City,Movie,Animation,,2001,74.0,G,English,USA,5.8,341904.0,6047181.0,,,0,2023-03-10,0
870,Little Phoenix,Documentary,Music,Romance,2022,100.0,TV-PG,English,France,,,,,,1,2021-03-14,0
871,Princess City,TV Series,Animation,,1994,80.0,G,English,USA,5.6,,,2.0,144.0,1,2023-01-01,0
872,Journey Journey,Documentary,Action,,1996,46.0,NC-17,English,USA,7.1,,,,,0,2022-04-02,0
873,The City,Movie,Western,Music,2000,130.0,NC-17,English,USA,5.5,5203135.0,14104172.0,,,1,2024-03-19,1
874,Family Legend,Limited Series,Romance,,2017,81.0,PG-13,English,USA,6.0,,,12.0,133.0,0,2023-04-22,1
875,Empire Dragon,Limited Series,Fantasy,Crime,2016,41.0,NC-17,English,USA,6.2,,,8.0,156.0,1,2024-01-10,0
876,Mystery War,TV Series,Action,,2018,31.0,G,French,India,,,,8.0,182.0,0,2023-08-20,0
877,Family Dragon,Movie,Sci-Fi,,2016,122.0,TV-PG,Japanese,France,6.4,15085716.0,,,,1,2024-09-27,0
878,Mystery Battle,TV Series,Animation,Biography,2021,65.0,TV-Y,Spanish,Canada,7.0,,,8.0,48.0,0,2020-10-29,0
879,Storm Fire,TV Series,Action,Family,1998,37.0,TV-Y,English,USA,7.5,,,7.0,65.0,0,2025-03-16,0
880,My Dragon,Movie,Drama,,2002,94.0,TV-Y7,Italian,USA,8.5,29878063.0,2421257.0,,,0,2022-02-21,0
881,Adventure Dream,Movie,Comedy,,1993,121.0,TV-G,Italian,USA,4.5,,13043639.0,,,0,2024-11-23,0
882,Little Mystery,TV Series,Horror,,2002,52.0,TV-MA,English,USA,,,,12.0,81.0,0,2021-05-06,0
883,An Mission,TV Series,Mystery,,2008,17.0,G,English,India,5.4,,,2.0,156.0,0,2021-09-22,0
884,Queen King,Movie,Animation,,2000,74.0,TV-G,English,Japan,9.0,3791520.0,,,,0,2021-07-30,0
885,Battle Fire,Movie,Comedy,,2015,74.0,TV-MA,English,USA,,2627377.0,10816317.0,,,0,2025-02-26,0
886,Empire King,Stand-up Comedy,Adventure,,2015,51.0,R,German,Canada,5.7,,,,,0,2023-12-17,0
887,Warrior Phoenix,Movie,Music,Music,2004,115.0,G,English,USA,4.1,25132790.0,165389163.0,,,0,2023-03-09,0
888,Adventure Phoenix,Limited Series,Documentary,Fantasy,2009,61.0,PG,English,South Korea,7.1,,,14.0,196.0,1,2024-06-20,0
889,Love Princess,Stand-up Comedy,Crime,War,2002,71.0,TV-Y,Spanish,Japan,5.9,,,,,0,2024-06-21,0
890,War Fire,Movie,Music,,2008,14.0,TV-Y7,English,USA,,9796514.0,9922315.0,,,1,2025-06-07,0
891,Ice House,Movie,Western,Thriller,2018,81.0,TV-Y7,French,UK,8.6,6422267.0,1560245.0,,,0,2024-08-29,0
892,Dark Dragon,Documentary,Documentary,Documentary,1991,79.0,NC-17,Spanish,South Korea,5.1,,,,,0,2024-05-16,0
893,Love Mission,Movie,Adventure,,2011,27.0,G,English,USA,6.7,1945287.0,587723.0,,,1,2025-07-15,1
894,Mystery Secret,Movie,Thriller,Drama,2013,155.0,NC-17,Italian,South Korea,,5902404.0,803661496.0,,,0,2021-04-12,1
895,House War,Movie,Animation,,2014,82.0,TV-PG,English,USA,7.5,1647411.0,,,,0,2025-03-18,0
896,Phoenix Hero,Documentary,Romance,,2018,76.0,NC-17,English,Japan,6.6,,,,,1,2023-09-30,1
897,First Storm,Movie,Western,,1995,456.0,TV-MA,English,USA,9.5,,,,,1,2021-03-10,0
898,First Family,Movie,Adventure,Sci-Fi,2008,125.0,TV-14,English,Canada,8.9,,9257237.0,,,1,2021-08-28,1
899,City Phoenix,Stand-up Comedy,History,,2002,43.0,NC-17,Spanish,USA,6.6,,,,,0,2020-12-19,0
900,Ice Love,Documentary,Drama,,2001,66.0,NC-17,Japanese,USA,9.5,,,,,1,2022-07-24,0
901,First Hero,TV Series,War,Animation,2013,28.0,PG-13,English,USA,4.7,,,2.0,30.0,0,2020-08-12,0
902,Mystery Ice,TV Series,Action,Drama,2004,41.0,NC-17,English,USA,3.7,,,14.0,56.0,1,2024-10-22,1
903,Secret Battle,Stand-up Comedy,Animation,,2024,63.0,TV-14,German,USA,8.3,,,,,0,2023-08-30,0
