age,gender,country,state_province,subscription_plan,monthly_spend,primary_device,household_size,churned,monthly_spend_log,household_size_missing,start_year,start_month,start_day,start_weekday
21.0,Male,USA,Maryland,Standard,16.09,Smart TV,2.0,0,2.8384934971274993,0,2024,4,10,2
20.0,Male,USA,Wisconsin,Premium,15.67,Gaming Console,2.0,0,2.813610696762703,0,2023,7,24,0
54.0,Female,Canada,Newfoundland and Labrador,Standard,22.854736059479553,Laptop,4.0,0,3.1719827745379456,0,2024,3,26,1
24.0,Male,Canada,Newfoundland and Labrador,Standard,5.87,Gaming Console,3.0,0,1.927164106234258,0,2023,2,16,3
32.0,Male,USA,Illinois,Standard,3.74,Laptop,2.0,0,1.556037135706985,0,2024,12,15,6
31.0,Male,USA,Arizona,Basic,18.31,Laptop,2.0,1,2.960623096440423,0,2024,1,19,4
46.0,Female,Canada,Alberta,Premium,36.58,Laptop,2.0,0,3.6264719939853194,0,2022,12,18,6
23.0,Female,USA,Georgia,Premium,21.811017452655033,Tablet,1.0,0,3.1272436408541084,0,2024,6,26,2
46.0,Female,Canada,Quebec,Premium,14.25,Desktop,2.0,1,2.7245795030534206,0,2024,9,16,0
42.0,Female,Canada,British Columbia,Premium,6.15,Tablet,0.0,1,1.9671123567059163,1,2025,1,3,4
49.0,Male,USA,Pennsylvania,Standard,22.854736059479553,Laptop,2.0,0,3.1719827745379456,0,2023,1,30,0
43.0,Male,USA,Wisconsin,Standard,32.12,Smart TV,0.0,0,3.500137329517059,1,2023,12,30,5
21.0,Other,USA,Illinois,Premium,7.61,Desktop,0.0,0,2.152924318439639,1,2024,6,25,1
39.0,Female,USA,Wisconsin,Standard,22.854736059479553,Smart TV,0.0,0,3.1719827745379456,1,2023,6,17,5
27.0,Female,USA,Florida,Basic,12.21,Desktop,5.0,0,2.580974118534234,0,2024,1,2,1
46.0,Male,USA,New York,Premium,62.28,Gaming Console,2.0,0,4.147569323459399,0,2024,9,9,0
43.0,Male,USA,Wisconsin,Standard,35.89,Smart TV,2.0,0,3.607940511608584,0,2023,1,22,6
43.0,Female,Canada,Prince Edward Island,Premium,14.45,Mobile,2.0,0,2.7376090033437546,0,2024,2,6,1
24.0,Male,USA,Pennsylvania,Premium+,20.46,Desktop,2.0,1,3.0661907372025525,0,2024,7,6,5
25.0,Male,Canada,British Columbia,Premium,11.78,Smart TV,4.0,1,2.5478814489493886,0,2024,3,4,0
44.0,Female,USA,Wisconsin,Premium,6.11,Desktop,0.0,0,1.9615022438151495,1,2024,5,11,5
29.0,Other,Canada,British Columbia,Premium,19.64,Mobile,1.0,0,3.027230940613362,0,2024,7,17,2
43.0,Female,USA,Florida,Standard,44.26,Mobile,3.0,0,3.8124236402053913,0,2023,11,8,2
19.0,Male,Canada,Newfoundland and Labrador,Standard,22.854736059479553,Gaming Console,3.0,0,3.1719827745379456,0,2022,9,7,2
50.0,Female,USA,Florida,Premium,20.54,Mobile,4.0,1,3.0699116717282426,0,2022,12,6,1
40.0,Male,USA,Illinois,Basic,20.34,Gaming Console,1.0,0,3.060583245873607,0,2023,10,26,3
53.0,Female,USA,New Jersey,Basic,21.82,Mobile,4.0,1,3.1276373444339294,0,2024,4,28,6
24.0,Male,USA,Pennsylvania,Premium+,12.53,Laptop,2.0,0,2.604909442182697,0,2025,5,15,3
17.0,Female,USA,New York,Standard,13.61,Smart TV,2.0,0,2.681706225762608,0,2023,9,21,3
28.0,Female,USA,New York,Premium,18.44,Desktop,5.0,0,2.967332799032293,0,2024,1,15,0
25.0,Male,USA,Virginia,Premium,1.66,Desktop,4.0,0,0.9783261227936076,0,2023,7,2,6
34.0,Other,Canada,Prince Edward Island,Premium,12.1,Desktop,2.0,0,2.5726122302071057,0,2024,8,15,3
40.0,Female,USA,Wisconsin,Premium,9.09,Laptop,6.0,0,2.3115448343655176,0,2023,4,2,6
29.0,Female,USA,New York,Standard,20.94,Tablet,5.0,1,3.088311454847084,0,2025,3,27,3
39.0,Female,USA,Indiana,Standard,10.7,Gaming Console,2.0,0,2.4595888418037104,0,2023,10,24,1
35.0,Male,Canada,Ontario,Basic,14.37,Desktop,0.0,0,2.7324175575505043,1,2023,12,5,1
39.0,Other,USA,Georgia,Premium+,7.85,Laptop,2.0,0,2.180417459019838,0,2023,7,14,4
44.0,Other,USA,New York,Premium,34.22,Smart TV,3.0,0,3.56161410306806,0,2024,12,15,6
41.0,Male,USA,Massachusetts,Standard,525.37,Smart TV,3.0,0,6.266004387505607,0,2024,3,9,5
43.0,Male,USA,New Jersey,Basic,20.136172344689378,Tablet,1.0,0,3.0509859018293035,0,2024,4,24,2
48.0,Female,USA,Massachusetts,Standard,22.854736059479553,Desktop,1.0,0,3.1719827745379456,0,2024,9,1,6
41.0,Other,Canada,Alberta,Premium,17.3,Smart TV,2.0,1,2.9069010598473755,0,2023,3,15,2
27.0,Female,USA,Washington,Standard,27.37,Mobile,5.0,0,3.34533224882076,0,2024,3,20,2
16.0,Female,USA,North Carolina,Basic,23.14,Gaming Console,2.0,0,3.1838702156693857,0,2022,11,17,3
22.0,Male,USA,Maryland,Premium,37.71,Gaming Console,2.0,0,3.6560979645895566,0,2023,10,16,0
43.0,Female,USA,New Jersey,Standard,22.854736059479553,Smart TV,3.0,1,3.1719827745379456,0,2023,12,20,2
44.0,Female,USA,New York,Standard,22.854736059479553,Smart TV,6.0,0,3.1719827745379456,0,2025,4,19,5
36.0,Male,USA,Texas,Premium,26.52,Laptop,0.0,1,3.314913013065143,1,2023,10,17,1
42.0,Male,USA,New York,Standard,11.36,Smart TV,2.0,0,2.514465452029545,0,2024,12,4,2
10.0,Female,Canada,Quebec,Premium,3.68,Desktop,1.0,0,1.5432981099295553,0,2025,5,28,2
23.0,Male,USA,Virginia,Basic,14.9,Smart TV,3.0,0,2.766319109226186,0,2022,8,5,4
36.0,Male,Canada,Newfoundland and Labrador,Premium,21.811017452655033,Smart TV,2.0,0,3.1272436408541084,0,2024,10,8,1
36.0,Female,USA,Texas,Premium+,11.33,Mobile,3.0,0,2.512035317176253,0,2023,4,23,6
48.0,Other,Canada,Newfoundland and Labrador,Basic,18.58,Desktop,0.0,0,2.9745086371023644,1,2024,11,19,1
51.0,Other,USA,Illinois,Premium,7.7,Laptop,4.0,0,2.163323025660538,0,2024,8,30,4
30.0,Female,USA,Wisconsin,Premium,7.77,Mobile,0.0,0,2.1713368063840917,1,2025,7,30,2
19.0,Female,Canada,Manitoba,Standard,40.22,Tablet,1.0,1,3.718923575462313,0,2022,12,21,2
60.0,Female,USA,Arizona,Standard,5.26,Desktop,1.0,0,1.8341801851120072,0,2024,4,28,6
22.0,Female,Canada,Newfoundland and Labrador,Premium,51.19,Laptop,0.0,0,3.9548909056553216,1,2022,9,11,6
19.0,Female,USA,California,Premium,380.34,Smart TV,5.0,1,5.943691365636298,0,2023,3,16,3
37.0,Male,USA,Arizona,Premium,25.67,Laptop,2.0,0,3.283539338193923,0,2023,11,15,2
36.0,Male,USA,California,Standard,3.99,Mobile,3.0,0,1.6074359097634274,0,2024,9,17,1
26.0,Female,Canada,Ontario,Premium+,11.75,Laptop,3.0,0,2.545531271604435,0,2023,12,16,5
40.0,Female,USA,Tennessee,Premium,11.32,Gaming Console,0.0,1,2.511223958105374,1,2024,1,13,5
34.0,Male,USA,Texas,Standard,30.77,Tablet,3.0,0,3.4585224482814247,0,2022,10,23,6
38.0,Female,USA,Missouri,Standard,22.854736059479553,Tablet,3.0,0,3.1719827745379456,0,2025,1,19,6
18.0,Male,USA,Tennessee,Premium+,19.675352862849536,Tablet,1.0,0,3.0289423078910556,0,2023,7,31,0
41.0,Other,Canada,Quebec,Premium,2.51,Gaming Console,7.0,0,1.2556160374777743,0,2022,9,15,3
27.0,Male,Canada,Newfoundland and Labrador,Basic,20.136172344689378,Desktop,2.0,0,3.0509859018293035,0,2025,2,23,6
50.0,Female,USA,Michigan,Standard,14.49,Laptop,1.0,0,2.740194654428777,0,2025,5,19,0
42.0,Female,Canada,British Columbia,Premium,4.82,Desktop,0.0,0,1.7613002617433464,1,2022,9,27,1
14.0,Female,USA,North Carolina,Premium,19.26,Desktop,1.0,1,3.0086484988205373,0,2025,3,28,4
45.0,Female,Canada,British Columbia,Standard,18.5,Smart TV,2.0,0,2.970414465569701,0,2023,8,19,5
41.0,Other,USA,Texas,Standard,22.854736059479553,Smart TV,3.0,0,3.1719827745379456,0,2022,9,12,0
41.0,Female,Canada,Newfoundland and Labrador,Premium,12.13,Tablet,0.0,0,2.574899688314705,1,2022,12,22,3
54.0,Male,USA,North Carolina,Premium,5.26,Gaming Console,3.0,0,1.8341801851120072,0,2025,6,24,1
40.0,Female,Canada,Nova Scotia,Basic,10.5,Mobile,2.0,0,2.4423470353692043,0,2025,6,23,0
35.0,Male,Canada,Newfoundland and Labrador,Basic,23.31,Gaming Console,0.0,0,3.1908877883280318,1,2022,12,9,4
33.0,Female,USA,Michigan,Premium,21.811017452655033,Gaming Console,3.0,0,3.1272436408541084,0,2023,10,19,3
41.0,Male,USA,California,Premium,13.52,Mobile,1.0,0,2.67552700939665,0,2023,8,1,1
45.0,Male,Canada,Alberta,Standard,7.78,Mobile,3.0,0,2.1724764076470255,0,2023,10,11,2
58.0,Female,USA,Indiana,Premium,5.38,Mobile,5.0,0,1.8531680973566984,0,2025,2,24,0
27.0,Female,USA,Washington,Premium,8.34,Laptop,0.0,0,2.234306252240751,1,2022,11,29,1
56.0,Male,USA,Georgia,Premium,9.0,Smart TV,2.0,0,2.302585092994046,0,2023,10,29,6
25.0,Female,USA,Virginia,Premium+,20.39,Gaming Console,2.0,0,3.062923523094314,0,2023,6,17,5
35.0,Male,USA,Massachusetts,Premium,710.55,Tablet,3.0,0,6.567445689129669,0,2025,4,30,2
37.0,Female,USA,Tennessee,Premium,13.93,Mobile,1.0,0,2.703372611551099,0,2022,12,6,1
14.0,Male,USA,New York,Basic,3.32,Mobile,2.0,0,1.463255402256019,0,2024,2,15,3
52.0,Female,USA,Georgia,Standard,7.13,Smart TV,5.0,0,2.0955609235597192,0,2023,10,28,5
21.0,Male,USA,Tennessee,Premium,18.34,Laptop,4.0,0,2.9621754900251482,0,2024,7,2,1
39.0,Male,USA,Michigan,Premium,1.49,Smart TV,2.0,0,0.9122827104766162,0,2025,2,17,0
25.0,Other,USA,North Carolina,Standard,8.46,Gaming Console,5.0,0,2.247072383063787,0,2024,12,18,2
25.0,Female,USA,North Carolina,Premium,10.43,Mobile,4.0,0,2.4362414778067194,0,2023,8,24,3
26.0,Other,USA,North Carolina,Basic,3.11,Gaming Console,2.0,0,1.413423028508143,0,2024,2,22,3
35.0,Other,Canada,Nova Scotia,Standard,18.54,Mobile,1.0,0,2.972463646614637,0,2024,7,5,4
26.0,Female,USA,Ohio,Standard,29.47,Laptop,0.0,0,3.416742592997618,1,2022,12,29,3
48.0,Male,USA,New York,Standard,10.73,Gaming Console,0.0,0,2.462149662665384,1,2024,5,30,3
42.0,Female,USA,Virginia,Standard,10.31,Tablet,3.0,0,2.425687290128029,0,2024,1,21,6
30.0,Male,Canada,Quebec,Standard,9.88,Laptop,1.0,1,2.3869262414277967,0,2025,5,12,0
48.0,Female,Canada,British Columbia,Premium,7.67,Gaming Console,4.0,0,2.1598687907924505,0,2022,10,19,2
24.0,Male,Canada,Nova Scotia,Standard,7.43,Desktop,4.0,0,2.131796772013764,0,2025,6,20,4
34.0,Female,USA,Maryland,Standard,15.06,Smart TV,3.0,0,2.7763317085186157,0,2024,1,19,4
53.0,Female,Canada,New Brunswick,Standard,19.27,Desktop,3.0,1,3.0091419604639085,0,2024,10,2,2
41.0,Female,USA,Indiana,Standard,22.854736059479553,Smart TV,1.0,0,3.1719827745379456,0,2024,1,12,4
43.0,Female,USA,North Carolina,Premium,3.2,Tablet,3.0,1,1.4350845252893227,0,2023,1,23,0
37.0,Female,Canada,Ontario,Standard,22.854736059479553,Desktop,0.0,1,3.1719827745379456,1,2024,6,26,2
50.0,Female,Canada,British Columbia,Premium,21.811017452655033,Desktop,1.0,0,3.1272436408541084,0,2023,4,5,2
41.0,Other,Canada,Prince Edward Island,Standard,20.34,Tablet,0.0,0,3.060583245873607,1,2023,4,3,0
32.0,Female,Canada,Nova Scotia,Premium,12.36,Mobile,5.0,0,2.5922651681085,0,2025,2,3,0
52.0,Male,Canada,Prince Edward Island,Premium+,5.73,Mobile,1.0,0,1.9065751436566365,0,2023,4,15,5
45.0,Other,USA,Massachusetts,Standard,12.86,Gaming Console,1.0,0,2.6290069937617573,0,2024,7,29,0
18.0,Other,USA,Tennessee,Premium,9.5,Tablet,4.0,0,2.3513752571634776,0,2023,11,9,3
37.0,Male,Canada,Prince Edward Island,Premium,13.7,Laptop,2.0,0,2.6878474937846906,0,2022,11,17,3
12.0,Female,USA,Virginia,Premium+,6.53,Mobile,3.0,1,2.018895041811802,0,2023,9,26,1
19.0,Male,USA,Michigan,Standard,7.79,Smart TV,3.0,0,2.1736147116970854,0,2022,9,26,0
58.0,Female,USA,New Jersey,Premium,12.19,Tablet,4.0,0,2.579458966729223,0,2024,7,11,3
46.0,Female,USA,Ohio,Premium+,2.6,Tablet,0.0,0,1.2809338454620642,1,2024,11,4,0
37.0,Male,USA,Massachusetts,Premium+,16.58,Mobile,6.0,0,2.866761892257031,0,2023,3,22,2
56.0,Male,USA,New York,Standard,12.82,Tablet,2.0,1,2.626116818339524,0,2023,11,10,4
34.0,Female,Canada,Prince Edward Island,Standard,26.2,Tablet,2.0,0,3.3032169733019514,0,2024,3,12,1
13.0,Male,USA,North Carolina,Standard,28.12,Laptop,2.0,0,3.3714252233284854,0,2023,2,7,1
45.0,Female,USA,Virginia,Standard,3.83,Tablet,2.0,1,1.5748464676644813,0,2024,4,14,6
60.0,Male,Canada,Manitoba,Premium,5.88,Laptop,3.0,0,1.9286186519452522,0,2024,2,13,1
36.0,Male,USA,Pennsylvania,Premium,21.811017452655033,Smart TV,3.0,1,3.1272436408541084,0,2023,11,15,2
38.0,Male,Canada,Prince Edward Island,Premium+,8.18,Smart TV,2.0,0,2.217027204632399,0,2024,9,3,1
30.0,Female,USA,Pennsylvania,Premium,31.75,Smart TV,3.0,0,3.488902962081261,0,2022,9,20,1
34.0,Female,USA,Arizona,Standard,3.59,Laptop,5.0,0,1.5238800240724537,0,2024,6,8,5
31.0,Female,USA,Michigan,Standard,311.84,Laptop,0.0,0,5.74569187773341,1,2025,3,9,6
42.0,Female,Canada,Newfoundland and Labrador,Premium,16.63,Tablet,5.0,0,2.869601996409779,0,2023,9,8,4
56.0,Female,USA,Massachusetts,Premium,7.68,Smart TV,2.0,0,2.1610215286722587,0,2023,2,22,2
44.0,Male,USA,Pennsylvania,Standard,14.34,Smart TV,0.0,0,2.73046379593911,1,2024,5,29,2
22.0,Female,USA,Michigan,Standard,3.53,Mobile,3.0,0,1.5107219394949425,0,2025,5,12,0
32.0,Other,USA,Texas,Premium,8.47,Smart TV,1.0,0,2.248128907197987,0,2023,11,25,5
33.0,Female,Canada,Newfoundland and Labrador,Standard,18.91,Desktop,4.0,0,2.991222118076105,0,2024,12,14,5
33.0,Female,USA,Illinois,Standard,12.4,Laptop,3.0,0,2.5952547069568657,0,2022,9,1,3
51.0,Other,USA,Massachusetts,Basic,20.136172344689378,Tablet,2.0,1,3.0509859018293035,0,2023,7,16,6
30.0,Male,USA,Michigan,Premium+,7.72,Gaming Console,0.0,0,2.1656192379208883,1,2025,6,28,5
52.0,Female,USA,North Carolina,Premium+,5.79,Desktop,3.0,0,1.9154509415706047,0,2025,5,21,2
25.0,Female,Canada,Manitoba,Standard,50.97,Desktop,5.0,1,3.9506666290203505,0,2024,5,31,4
34.0,Male,USA,Massachusetts,Standard,7.63,Smart TV,1.0,0,2.1552445050953364,0,2023,3,20,0
26.0,Female,USA,Maryland,Premium,10.24,Laptop,2.0,0,2.419478844465545,0,2023,1,28,5
43.0,Male,USA,California,Standard,37.31,Smart TV,1.0,0,3.6457109587125576,0,2024,4,6,5
51.0,Female,USA,North Carolina,Standard,17.9,Tablet,2.0,0,2.9391619220655967,0,2024,11,5,1
50.0,Male,USA,Pennsylvania,Basic,20.136172344689378,Laptop,3.0,0,3.0509859018293035,0,2024,3,22,4
28.0,Female,USA,Georgia,Premium,12.69,Mobile,1.0,1,2.6166656393003573,0,2025,1,10,4
36.0,Other,USA,Wisconsin,Premium,20.88,Mobile,1.0,0,3.0855729775537806,0,2024,10,15,1
35.0,Female,USA,Virginia,Standard,9.08,Desktop,4.0,0,2.3105532626432224,0,2023,4,22,5
54.0,Other,USA,North Carolina,Premium,16.07,Mobile,2.0,0,2.837322536806349,0,2024,4,17,2
11.0,Other,Canada,Manitoba,Premium,5.4,Laptop,0.0,0,1.8562979903656263,1,2023,12,30,5
38.0,Female,USA,California,Standard,14.66,Smart TV,2.0,1,2.751109690562657,0,2022,12,6,1
33.0,Other,USA,Ohio,Standard,12.33,Laptop,3.0,0,2.5900171341906173,0,2025,4,26,5
49.0,Male,USA,New Jersey,Premium,11.71,Mobile,3.0,0,2.542389085201363,0,2023,4,22,5
60.0,Male,USA,New York,Basic,3.87,Tablet,4.0,0,1.5830939370944985,0,2025,2,1,5
38.0,Female,Canada,Nova Scotia,Premium,13.96,Laptop,2.0,1,2.7053799725463312,0,2024,2,16,4
32.0,Male,Canada,Quebec,Premium,3.74,Laptop,1.0,1,1.556037135706985,0,2025,5,11,6
41.0,Male,USA,California,Premium,6.74,Gaming Console,2.0,0,2.046401687601636,0,2023,7,13,3
35.0,Male,Canada,Saskatchewan,Premium,18.23,Laptop,0.0,0,2.9564715596006885,1,2025,5,18,6
43.0,Other,USA,Michigan,Basic,8.2,Laptop,4.0,0,2.2192034840549946,0,2023,4,25,1
30.0,Male,USA,New York,Standard,20.66,Laptop,1.0,0,3.0754672415728446,0,2022,8,11,3
17.0,Male,USA,New York,Premium,25.87,Mobile,4.0,0,3.2910104226273997,0,2022,11,5,5
39.0,Male,Canada,New Brunswick,Basic,29.61,Laptop,3.0,0,3.421326752957321,0,2023,7,18,1
27.0,Other,USA,Indiana,Standard,30.65,Mobile,0.0,0,3.4547381485901854,1,2023,2,7,1
42.0,Female,USA,Wisconsin,Premium,13.33,Laptop,0.0,0,2.6623552418400807,1,2025,5,7,2
51.0,Male,Canada,British Columbia,Standard,7.38,Laptop,4.0,1,2.1258479144939915,0,2025,1,29,2
38.0,Female,USA,Illinois,Basic,13.62,Gaming Console,2.0,0,2.6823904543216326,0,2025,1,6,0
30.0,Other,USA,Indiana,Premium,11.55,Mobile,2.0,0,2.529720665577793,0,2024,10,11,4
27.0,Male,Canada,Prince Edward Island,Premium,17.38,Gaming Console,3.0,0,2.911263116927541,0,2023,5,26,4
41.0,Other,USA,Texas,Premium,5.21,Mobile,4.0,0,1.8261608959453874,0,2023,2,6,0
27.0,Male,USA,Tennessee,Basic,20.136172344689378,Tablet,2.0,1,3.0509859018293035,0,2025,1,4,5
34.0,Other,USA,Arizona,Standard,0.76,Gaming Console,4.0,0,0.5653138090500605,0,2022,9,9,4
26.0,Male,USA,Michigan,Standard,4.6,Mobile,5.0,1,1.7227665977411035,0,2024,1,15,0
33.0,Female,USA,California,Basic,12.85,Tablet,6.0,0,2.6282852326333477,0,2023,6,26,0
46.0,Other,USA,Texas,Standard,9.94,Smart TV,3.0,0,2.392425796993835,0,2022,11,1,1
44.0,Male,USA,New York,Standard,10.82,Desktop,1.0,0,2.469793011977952,0,2023,1,13,4
26.0,Other,Canada,Alberta,Premium,4.5,Gaming Console,4.0,0,1.7047480922384253,0,2023,9,13,2
32.0,Other,USA,Wisconsin,Premium,22.74,Desktop,3.0,0,3.167161389181522,0,2023,8,11,4
41.0,Male,USA,Pennsylvania,Premium,11.68,Laptop,0.0,0,2.5400259490090797,1,2025,4,2,2
47.0,Female,USA,North Carolina,Premium,8.51,Laptop,4.0,0,2.252343876557299,0,2023,2,21,1
42.0,Female,USA,Pennsylvania,Premium+,17.49,Tablet,4.0,0,2.9172300453990334,0,2022,10,3,0
22.0,Male,Canada,Quebec,Premium+,27.22,Desktop,1.0,0,3.340030946424668,0,2025,3,9,6
47.0,Male,USA,California,Premium,9.6,Laptop,5.0,0,2.3608540011180215,0,2022,12,9,4
55.0,Male,USA,California,Premium,22.11,Desktop,0.0,0,3.1402654242862895,1,2022,10,26,2
26.0,Male,USA,Pennsylvania,Basic,16.63,Gaming Console,1.0,0,2.869601996409779,0,2023,11,23,3
56.0,Male,USA,Washington,Standard,5.92,Smart TV,1.0,1,1.9344157696295783,0,2024,8,19,0
49.0,Male,Canada,Quebec,Basic,7.18,Desktop,2.0,0,2.1016921506146558,0,2024,7,7,6
42.0,Female,USA,Illinois,Standard,30.05,Smart TV,5.0,0,3.435598808379488,0,2024,8,31,5
20.0,Other,USA,New York,Premium,14.17,Gaming Console,0.0,0,2.719319793360441,1,2023,1,12,3
39.0,Other,USA,Missouri,Standard,260.04,Mobile,3.0,1,5.564673652285065,0,2023,3,23,3
33.0,Female,Canada,Nova Scotia,Basic,35.74,Mobile,0.0,0,3.6038660797869797,1,2023,6,25,6
40.0,Female,Canada,Nova Scotia,Premium,20.35,Laptop,2.0,0,3.0610517396746335,0,2024,1,24,2
41.0,Female,USA,New Jersey,Basic,7.56,Smart TV,2.0,1,2.1471001901536506,0,2022,12,24,5
58.0,Other,Canada,Newfoundland and Labrador,Premium,6.81,Gaming Console,0.0,0,2.0554049638515948,1,2025,5,1,3
54.0,Female,USA,Missouri,Basic,20.136172344689378,Tablet,4.0,1,3.0509859018293035,0,2023,5,27,5
31.0,Male,USA,Florida,Premium+,8.65,Laptop,4.0,0,2.2669579153508947,0,2024,1,4,3
22.0,Other,USA,Michigan,Standard,2.67,Laptop,4.0,1,1.3001916620664788,0,2023,2,8,2
40.0,Male,USA,Pennsylvania,Premium,29.65,Tablet,2.0,0,3.4226326623822203,0,2023,8,24,3
25.0,Female,Canada,British Columbia,Premium,8.15,Laptop,0.0,0,2.21375387928743,1,2024,4,30,1
21.0,Male,Canada,Manitoba,Premium,3.78,Smart TV,4.0,1,1.5644405465033644,0,2024,1,4,3
25.0,Male,Canada,New Brunswick,Standard,13.65,Tablet,2.0,0,2.6844403354630764,0,2023,1,12,3
16.0,Female,USA,Missouri,Basic,20.136172344689378,Smart TV,7.0,0,3.0509859018293035,0,2023,3,7,1
18.0,Other,Canada,Prince Edward Island,Premium+,3.71,Smart TV,0.0,0,1.5496879080283263,1,2022,11,5,5
29.0,Male,USA,Virginia,Premium,6.46,Tablet,1.0,0,2.0095554142156695,0,2023,12,17,6
36.0,Female,USA,Arizona,Premium,28.3,Gaming Console,0.0,0,3.3775875160230218,1,2022,10,4,1
25.0,Female,USA,North Carolina,Premium,6.38,Desktop,2.0,0,1.998773638612381,0,2022,8,9,1
33.0,Female,USA,New York,Premium,21.97,Desktop,1.0,0,3.134189016701007,0,2025,5,22,3
42.0,Male,Canada,Manitoba,Premium+,0.72,Smart TV,8.0,0,0.5423242908253617,0,2023,5,5,4
42.0,Female,USA,Wisconsin,Premium,3.04,Tablet,2.0,0,1.3962446919730587,0,2024,4,4,3
37.0,Male,USA,Massachusetts,Premium,46.91,Gaming Console,0.0,0,3.8693242508950307,1,2025,2,11,1
37.0,Male,USA,Virginia,Standard,19.18,Gaming Console,2.0,0,3.004692014925463,0,2024,8,10,5
40.0,Female,USA,Florida,Standard,12.5,Gaming Console,0.0,0,2.6026896854443837,1,2024,1,19,4
35.0,Male,USA,Massachusetts,Premium+,18.31,Tablet,0.0,0,2.960623096440423,1,2024,12,30,0
44.0,Female,Canada,New Brunswick,Premium+,12.84,Desktop,4.0,0,2.6275629501895237,0,2024,4,17,2
28.0,Female,USA,Texas,Premium+,5.19,Gaming Console,7.0,0,1.8229350866965048,0,2022,12,12,0
28.0,Male,USA,Indiana,Standard,24.29,Smart TV,1.0,0,3.2304090606818736,0,2024,6,27,3
31.0,Male,USA,Massachusetts,Premium+,18.73,Mobile,6.0,0,2.982140320034524,0,2022,12,21,2
27.0,Male,USA,Missouri,Premium,24.37,Tablet,4.0,1,3.2335673736111907,0,2025,3,1,5
41.0,Female,USA,Arizona,Standard,42.84,Desktop,1.0,1,3.7805466426397603,0,2024,2,23,4
30.0,Other,USA,Maryland,Standard,19.32,Desktop,1.0,1,3.011605622710281,0,2025,5,13,1
28.0,Female,USA,Massachusetts,Standard,22.854736059479553,Gaming Console,3.0,1,3.1719827745379456,0,2024,5,28,1
39.0,Male,USA,Pennsylvania,Basic,4.86,Tablet,1.0,0,1.7681496035889213,0,2025,6,10,1
42.0,Other,USA,Missouri,Premium+,16.45,Desktop,2.0,0,2.859339648648436,0,2023,8,17,3
50.0,Other,USA,Pennsylvania,Standard,22.854736059479553,Mobile,4.0,0,3.1719827745379456,0,2025,6,28,5
18.0,Male,USA,North Carolina,Premium,27.79,Mobile,4.0,0,3.3600281046240843,0,2024,8,30,4
46.0,Male,USA,North Carolina,Premium,10.61,Desktop,3.0,1,2.4518667957098,0,2024,1,9,1
40.0,Male,USA,Tennessee,Premium,21.811017452655033,Tablet,0.0,0,3.1272436408541084,1,2024,7,3,2
27.0,Female,USA,New Jersey,Premium,2.52,Desktop,0.0,0,1.2584609896100056,1,2025,3,26,2
46.0,Male,USA,Wisconsin,Basic,40.63,Desktop,2.0,0,3.728821061206884,0,2024,8,19,0
44.0,Other,Canada,Nova Scotia,Premium,16.89,Tablet,4.0,0,2.884241897520628,0,2025,6,8,6
59.0,Male,USA,Tennessee,Premium,21.811017452655033,Desktop,2.0,0,3.1272436408541084,0,2023,5,16,1
46.0,Female,USA,Texas,Premium+,2.64,Gaming Console,5.0,0,1.2919836816486494,0,2023,11,3,4
26.0,Male,USA,Maryland,Standard,18.72,Gaming Console,3.0,0,2.9816333491744893,0,2022,8,20,5
45.0,Female,USA,Massachusetts,Standard,4.58,Mobile,2.0,0,1.7191887763932197,0,2023,6,27,1
28.0,Female,USA,Georgia,Standard,27.19,Laptop,6.0,1,3.338967305126021,0,2024,9,20,4
48.0,Male,Canada,Saskatchewan,Standard,33.79,Laptop,3.0,0,3.5493299891638506,0,2023,11,7,1
35.0,Other,USA,Arizona,Premium,21.811017452655033,Smart TV,2.0,0,3.1272436408541084,0,2023,4,9,6
36.0,Female,USA,California,Basic,20.136172344689378,Desktop,3.0,0,3.0509859018293035,0,2024,4,11,3
32.0,Other,USA,New Jersey,Basic,8.78,Gaming Console,2.0,1,2.280339484046726,0,2024,12,21,5
35.0,Male,USA,Michigan,Standard,41.28,Smart TV,3.0,0,3.7443141610020367,0,2024,8,14,2
37.0,Female,USA,Missouri,Standard,16.16,Tablet,3.0,0,2.8425810940598164,0,2024,4,15,0
43.0,Female,Canada,Newfoundland and Labrador,Standard,43.88,Desktop,0.0,0,3.803992261214441,1,2023,7,30,6
29.0,Other,USA,Maryland,Standard,16.74,Gaming Console,4.0,0,2.8758219768814333,0,2025,4,26,5
13.0,Male,Canada,Quebec,Basic,12.16,Smart TV,4.0,0,2.5771819258971713,0,2025,5,2,4
22.0,Male,Canada,Prince Edward Island,Standard,14.47,Tablet,6.0,0,2.738902664584975,0,2025,7,26,5
51.0,Other,USA,Virginia,Premium,17.25,Desktop,6.0,0,2.9041650800285006,0,2025,5,6,1
34.0,Female,USA,North Carolina,Basic,44.03,Desktop,6.0,0,3.8073289343134804,0,2024,9,8,6
36.0,Other,USA,Georgia,Premium,13.97,Gaming Console,3.0,0,2.706048198431537,0,2023,8,15,1
28.0,Female,USA,Massachusetts,Basic,4.79,Gaming Console,0.0,0,1.7561322915849038,1,2024,11,28,3
25.0,Female,USA,Virginia,Premium+,11.88,Tablet,0.0,0,2.5556757206762075,1,2024,4,27,5
30.0,Female,USA,North Carolina,Basic,20.136172344689378,Gaming Console,3.0,0,3.0509859018293035,0,2023,3,20,0
